[2017-01-26 11:58:27,898] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//12312', 'description': '2017-01-26 11:58:27\nID 12312', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/12312/'}]}, 'agentid': 1, 'toparty': 9}
[2017-01-28 10:58:16,697] [INFO] {'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'description': '2017-01-28 10:58:16\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/'}]}, 'toparty': 2, 'msgtype': 'news'}
[2017-01-28 10:58:17,544] [INFO] {'toparty': 3, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'description': '2017-01-28 10:58:17\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 10:58:18,421] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 3, 'news': {'articles': [{'description': '2017-01-28 10:58:18\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/'}]}}
[2017-01-28 10:58:19,365] [INFO] {'toparty': 2, 'news': {'articles': [{'description': '2017-01-28 10:58:18\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545744', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 10:58:20,221] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 10:58:19\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545744', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744'}]}, 'toparty': 4, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 10:58:51,104] [INFO] {'agentid': 1, 'toparty': 2, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'description': '2017-01-28 10:58:50\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545745', 'title': '您有新的报警'}]}, 'msgtype': 'news'}
[2017-01-28 10:58:51,997] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'description': '2017-01-28 10:58:51\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545745', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745'}]}}
[2017-01-28 11:06:52,931] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 3, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'description': '2017-01-28 11:06:52\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}}
[2017-01-28 11:06:53,818] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'description': '2017-01-28 11:06:53\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739'}]}, 'agentid': 1, 'toparty': 3}
[2017-01-28 11:08:24,728] [INFO] {'toparty': 3, 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 11:08:24\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743'}]}, 'msgtype': 'news'}
[2017-01-28 11:08:25,602] [INFO] {'msgtype': 'news', 'toparty': 3, 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'description': '2017-01-28 11:08:25\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'title': '您有新的报警'}]}}
[2017-01-28 11:16:56,552] [INFO] {'news': {'articles': [{'description': '2017-01-28 11:16:56\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}, 'agentid': 1, 'toparty': 3, 'msgtype': 'news'}
[2017-01-28 11:16:57,450] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 3, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739', 'description': '2017-01-28 11:16:57\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739'}]}}
[2017-01-28 11:18:28,356] [INFO] {'toparty': 3, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 11:18:27\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743'}]}}
[2017-01-28 11:18:29,217] [INFO] {'toparty': 3, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'description': '2017-01-28 11:18:28\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/'}]}, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 11:26:00,153] [INFO] {'agentid': 1, 'toparty': 4, 'news': {'articles': [{'description': '2017-01-28 11:25:59\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545735', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545735/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545735', 'title': '您有新的报警'}]}, 'msgtype': 'news'}
[2017-01-28 11:26:01,020] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545736/', 'description': '2017-01-28 11:26:00\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545736', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545736'}]}, 'msgtype': 'news', 'toparty': 4}
[2017-01-28 11:26:31,895] [INFO] {'agentid': 1, 'toparty': 4, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545737/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545737', 'description': '2017-01-28 11:26:31\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545737'}]}, 'msgtype': 'news'}
[2017-01-28 11:26:32,752] [INFO] {'toparty': 4, 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 11:26:32\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545738', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545738/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545738'}]}, 'msgtype': 'news'}
[2017-01-28 11:27:03,642] [INFO] {'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 11:27:03\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}, 'toparty': 3, 'msgtype': 'news'}
[2017-01-28 11:27:04,529] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739', 'description': '2017-01-28 11:27:04\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739'}]}, 'toparty': 3, 'msgtype': 'news'}
[2017-01-28 11:27:05,392] [INFO] {'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545740', 'title': '您有新的报警', 'description': '2017-01-28 11:27:05\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545740', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545740/'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 11:27:36,251] [INFO] {'msgtype': 'news', 'toparty': 4, 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 11:27:35\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545741', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545741', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545741/'}]}, 'agentid': 1}
[2017-01-28 11:28:07,169] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545742', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545742/', 'description': '2017-01-28 11:28:06\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545742'}]}}
[2017-01-28 11:28:08,110] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'description': '2017-01-28 11:28:07\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743'}]}, 'agentid': 1, 'toparty': 3}
[2017-01-28 11:28:08,980] [INFO] {'toparty': 3, 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 11:28:08\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/'}]}, 'msgtype': 'news'}
[2017-01-28 11:28:39,900] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'description': '2017-01-28 11:28:39\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545744', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744'}]}, 'msgtype': 'news', 'agentid': 1, 'toparty': 4}
[2017-01-28 11:28:40,774] [INFO] {'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'description': '2017-01-28 11:28:40\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545745', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745'}]}, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 11:55:41,879] [INFO] {'toparty': 2, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545735/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545735', 'description': '2017-01-28 11:55:41\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545735', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 11:55:42,819] [INFO] {'agentid': 1, 'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545735/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545735', 'description': '2017-01-28 11:55:42\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545735'}]}, 'msgtype': 'news'}
[2017-01-28 11:56:13,679] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545736', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545736/', 'description': '2017-01-28 11:56:13\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545736'}]}, 'msgtype': 'news', 'agentid': 1, 'toparty': 2}
[2017-01-28 11:56:14,544] [INFO] {'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545736', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545736/', 'title': '您有新的报警', 'description': '2017-01-28 11:56:14\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545736'}]}, 'toparty': 4, 'msgtype': 'news'}
